Occupation Code / 职业代码,Occupation Name / 职业名称,KSA ID / KSA 编号,KSA Type / KSA 类型,KSA Subcategory / KSA 子类别,KSA Unit Name (CN) / KSA 单元名称 (中文),KSA Definition (CN) / KSA 定义 (中文),Related Tasks / 关联任务
,专利代理专业人员,A003,Ability,,职业伦理与责任承担能力,在利益冲突或法律模糊地带坚守职业道德，对代理结果承担法律责任的社会责任感知。,T003|T009
,专利审查专业人员,K001,Knowledge,,专利法与审查指南,掌握国家专利法律法规、国际条约及具体审查操作指南的条文与适用规则。,T001|T006
,专利审查专业人员,K002,Knowledge,,技术领域专业知识,理解特定行业（如机械、电子、化工）的技术原理、术语及现有技术水平。,T002|T004
,专利审查专业人员,K003,Knowledge,,审查策略与法律解释,制定审查路径，平衡公共利益与申请人权益，进行复杂的法律逻辑推演。,T005|T007
,专利审查专业人员,S001,Skill,,专利检索与数据分析,熟练运用专业数据库构建检索式，从海量数据中精准提取相关现有技术。,T001|T006
,专利审查专业人员,S002,Skill,,法律文书撰写与沟通,清晰、准确、逻辑严密地撰写审查意见，并与申请人进行有效沟通。,T003|T008
,专利审查专业人员,S003,Skill,,技术特征比对与逻辑推理,将申请文件技术特征与现有技术进行逐一对比，推导新颖性与创造性结论。,T002|T004
,专利审查专业人员,A001,Ability,,复杂法律判断力,在模糊的法律边界和技术不确定性中，做出符合法律精神和事实的准确裁决。,T005|T007
,专利审查专业人员,A002,Ability,,视觉专注与细节识别,长时间保持高度专注，精准识别技术图纸、公式及文本中的细微差异。,T006|T009
,专利审查专业人员,A003,Ability,,职业伦理与责任承担,在审查过程中保持中立公正，对审查结果承担法律责任和道德义务。,T005|T008
,专利管理专业人员,K001,Knowledge,,专利法律法规体系,掌握国内外专利法、实施细则及司法解释的条文内容与适用场景。,T002|T005
,专利管理专业人员,K002,Knowledge,,专利检索与分析流程,熟悉专利数据库操作、检索式构建及现有技术对比的标准作业程序。,T006|T007
,专利管理专业人员,K003,Knowledge,,企业知识产权战略规划,理解如何将专利布局与企业商业目标、研发路线图及市场竞争态势相结合。,T001|T004
,专利管理专业人员,S001,Skill,,专利数据建模与分析,运用专业工具对专利数据进行清洗、分类、可视化及趋势预测的技术操作能力。,T003|T006
,专利管理专业人员,S002,Skill,,跨部门沟通与协调,在研发、法务、市场及外部代理机构之间建立有效信息传递与利益平衡的软技能。,T004|T008
,专利管理专业人员,S003,Skill,,法律逻辑推理,基于事实与法规进行严谨的逻辑推演，识别侵权风险与专利无效可能性的思维能力。,T005|T010
,专利管理专业人员,A001,Ability,,复杂信息综合判断,在海量技术信息与法律条款中快速提取关键要素并做出最优决策的智力潜能。,T001|T007
,专利管理专业人员,A002,Ability,,文档数字化操作,使用计算机进行文件录入、扫描、归档及系统维护的基础操作能力。,T009
,专利管理专业人员,A003,Ability,,利益相关者关系构建,建立并维持与外部律师、政府机构及内部管理层信任关系的社交潜能。,T004|T008
,知识产权信息分析专业人员,K001,Knowledge,,Patent Law and Regulations,"Declarative knowledge of national and international intellectual property laws, including patentability criteria, infringement standards, and filing procedures.",T004|T005
,知识产权信息分析专业人员,K002,Knowledge,,Information Retrieval Methodologies,"Procedural knowledge of advanced search strategies, Boolean logic, classification codes (IPC/CPC), and database navigation techniques.",T001|T006
,知识产权信息分析专业人员,K003,Knowledge,,Strategic IP Management Frameworks,"Strategic knowledge of how to align IP portfolios with business objectives, risk management, and competitive intelligence strategies.",T003|T005
,知识产权信息分析专业人员,S001,Skill,,Advanced Search Query Construction,"Technical skill in designing and executing complex, multi-variable search queries to extract precise patent and technical data.",T001|T009
,知识产权信息分析专业人员,S002,Skill,,Stakeholder Communication,Interpersonal skill in translating technical legal findings into actionable business insights for diverse audiences.,T008|T005
,知识产权信息分析专业人员,S003,Skill,,Critical Data Analysis,"Cognitive skill in evaluating the relevance, validity, and implications of large datasets to identify patterns and anomalies.",T002|T007
,知识产权信息分析专业人员,A001,Ability,,Logical Reasoning,Cognitive ability to deduce legal conclusions from technical facts and construct coherent arguments.,T004|T006
,知识产权信息分析专业人员,A002,Ability,,Visual Data Interpretation,"Physical/Perceptual ability to interpret charts, maps, and visual representations of patent landscapes to support decision-making.",T003|T007
,知识产权信息分析专业人员,A003,Ability,,Ethical Judgment,Social ability to navigate conflicts of interest and ensure confidentiality and integrity in handling sensitive corporate information.,T005|T008
,版权专业人员,K001,Knowledge,,Copyright Law Framework,"Declarative knowledge of national and international copyright statutes, including Berne Convention and local regulations.",T001|T005
,版权专业人员,K002,Knowledge,,Registration and Transaction Procedures,"Procedural knowledge of specific workflows for filing, registering, and transferring copyright rights with government bodies.",T002|T006
,版权专业人员,K003,Knowledge,,IP Market Strategy,"Strategic understanding of how to value, license, and monetize intellectual property in dynamic market environments.",T004|T007
,版权专业人员,S001,Skill,,Legal Documentation Drafting,Technical ability to accurately compose legally binding contracts and registration forms adhering to statutory requirements.,T006|T002
,版权专业人员,S002,Skill,,Client Consultation and Negotiation,Interpersonal skill to communicate complex legal concepts clearly and negotiate favorable terms for clients.,T003|T008
,版权专业人员,S003,Skill,,Risk and Value Analysis,Cognitive skill to evaluate potential legal risks and estimate the economic value of intellectual property assets.,T004|T005
,版权专业人员,A001,Ability,,Legal Reasoning,"Cognitive ability to apply abstract legal principles to specific, often ambiguous factual scenarios.",T001|T005
,版权专业人员,A002,Ability,,Administrative Precision,"Physical and mental ability to perform detailed, error-free data entry and record-keeping tasks.",T009|T010
,版权专业人员,A003,Ability,,Ethical Judgment,Social ability to navigate conflicts of interest and maintain professional integrity in sensitive negotiations.,T003|T008
,商标代理专业人员,K001,Knowledge,,Trademark Law and Regulations,"Declarative knowledge of national and international trademark statutes, including the Trademark Law and implementing regulations.",T001|T002|T003
,商标代理专业人员,K002,Knowledge,,Trademark Agency Practice Procedures,"Procedural knowledge regarding the step-by-step workflows for filing, opposition, and review processes within the legal system.",T006|T008
,商标代理专业人员,K003,Knowledge,,Strategic Brand Protection Planning,Strategic knowledge for designing long-term brand portfolios and anticipating market conflicts to guide client decisions.,T004|T007
,商标代理专业人员,S001,Skill,,Legal Document Drafting,"Technical skill in composing precise, legally binding application and opposition documents adhering to statutory requirements.",T002|T007
,商标代理专业人员,S002,Skill,,Client Consultation and Negotiation,Interpersonal skill in communicating complex legal concepts to clients and negotiating settlements effectively.,T004|T005
,商标代理专业人员,S003,Skill,,Legal Argument Analysis,"Cognitive skill in deconstructing examination opinions and constructing logical, evidence-based counter-arguments.",T003|T007
,商标代理专业人员,A001,Ability,,Analytical Reasoning,Cognitive ability to process complex legal data and identify patterns in trademark conflicts and precedents.,T001|T003
,商标代理专业人员,A002,Ability,,Visual Detail Recognition,Physical/Perceptual ability to meticulously compare visual elements of trademarks for similarity assessment.,T001
,商标代理专业人员,A003,Ability,,Ethical Judgment and Trust Building,Social ability to maintain client confidentiality and build trust through ethical decision-making in high-stakes scenarios.,T004|T005
,商标审查审理专业人员,K001,Knowledge,,Trademark Law and Regulations,"Declarative knowledge of national and international trademark statutes, legal precedents, and regulatory frameworks.",T001|T004
,商标审查审理专业人员,K002,Knowledge,,Examination Procedures and Standards,"Procedural knowledge regarding the step-by-step workflow, classification systems, and specific criteria for granting or rejecting trademarks.",T002|T003|T006
,商标审查审理专业人员,K003,Knowledge,,Strategic Legal Risk Assessment,"Strategic knowledge to anticipate market trends, potential conflicts, and long-term implications of trademark decisions on business operations.",T005|T007
,商标审查审理专业人员,S001,Skill,,Legal Document Drafting,"Technical skill to compose precise, legally binding examination opinions and official correspondence.",T004|T007
,商标审查审理专业人员,S002,Skill,,Stakeholder Communication,"Interpersonal skill to effectively negotiate, explain decisions, and manage relationships with applicants and legal representatives.",T007|T005
,商标审查审理专业人员,S003,Skill,,Analytical Reasoning,"Cognitive skill to deconstruct complex trademark elements, compare them against prior art, and identify subtle similarities.",T002|T003
,商标审查审理专业人员,A001,Ability,,Critical Judgment,"Cognitive ability to make final, defensible decisions on trademark validity based on ambiguous or conflicting evidence.",T005|T004
,商标审查审理专业人员,A002,Ability,,Visual Pattern Recognition,"Physical/Perceptual ability to visually distinguish and compare graphical elements, logos, and text in trademark applications.",T002|T003
,商标审查审理专业人员,A003,Ability,,Ethical Integrity,"Social ability to maintain impartiality, confidentiality, and adherence to professional codes of conduct in all interactions.",T009|T007
,商标管理专业人员,K001,Knowledge,,商标法与知识产权法规,掌握国内外商标法律法规、注册流程及侵权判例的陈述性知识体系。,T002|T004|T010
,商标管理专业人员,K002,Knowledge,,商标管理操作规范,熟悉商标申请、续展、变更、许可备案等具体行政流程的操作程序。,T002|T004|T009
,商标管理专业人员,K003,Knowledge,,企业品牌战略与竞争分析,理解企业品牌定位、市场布局及竞争对手商标策略的战略思维框架。,T001|T006
,商标管理专业人员,S001,Skill,,法律文件撰写与审核,能够准确起草、审核商标申请文件及法律意见书的专业写作技能。,T003|T007
,商标管理专业人员,S002,Skill,,多方利益协调与谈判,在纠纷处理及外部合作中，有效沟通、协商并达成共赢方案的人际互动技能。,T003|T005
,商标管理专业人员,S003,Skill,,数据驱动决策分析,运用统计工具分析商标使用数据，识别风险并支持管理决策的认知技能。,T006|T001
,商标管理专业人员,A001,Ability,,复杂法律逻辑推理,在缺乏明确规则的新颖侵权案例中，进行逻辑推演与法律适用的认知能力。,T003|T007
,商标管理专业人员,A002,Ability,,文档数字化操作,熟练进行电子文档扫描、分类、存储及检索的计算机操作能力。,T009|T004
,商标管理专业人员,A003,Ability,,组织信任构建,在跨部门协作及外部机构对接中，建立并维持长期信任关系的社会互动能力。,T005|T008
,医保经办专业人员,K001,Knowledge,,医疗保险法规体系,掌握国家及地方医保法律法规、报销目录、支付标准等 declarative 知识。,T001|T002|T006
,医保经办专业人员,K002,Knowledge,,基金经办操作流程,熟悉费用审核、结算支付、档案管理等 procedural 业务规范与步骤。,T001|T003|T005
,医保经办专业人员,K003,Knowledge,,基金风险防控策略,理解基金运行规律，制定应对欺诈、超支等风险的 strategic 应对方案。,T004|T006
,医保经办专业人员,S001,Skill,,费用单据审核技术,运用专业工具与规则库进行医疗单据合规性校验的 technical 操作技能。,T001|T003
,医保经办专业人员,S002,Skill,,政策解释与沟通技巧,向参保人员清晰解释政策并处理异议的 interpersonal 沟通与协调能力。,T002|T004
,医保经办专业人员,S003,Skill,,数据异常分析能力,从海量数据中识别欺诈模式与运行异常的 cognitive 分析技能。,T006|T008
,医保经办专业人员,A001,Ability,,逻辑判断与决策力,在复杂案例中运用逻辑进行合规性判断与最终决策的 cognitive 能力。,T001|T006
,医保经办专业人员,A002,Ability,,文书处理与操作耐力,长时间处理大量单据与数据录入的 physical 操作耐力与细致度。,T005|T009
,医保经办专业人员,A003,Ability,,社会信任构建能力,在经办服务中建立公众信任、化解矛盾的 social 互动与情感支持能力。,T002|T004
,金融科技师S,K001,Knowledge,,数字金融法规体系,掌握国家及国际关于数字货币、支付清算及数据安全的法律法规与合规标准。,T004|T010
,金融科技师S,K002,Knowledge,,金融科技架构方法论,理解区块链、云计算、API 接口等技术在金融场景中的集成流程与实施步骤。,T001|T007
,金融科技师S,K003,Knowledge,,金融创新战略逻辑,掌握将技术趋势转化为商业价值并制定长期发展路径的理论框架。,T005|T001
,金融科技师S,S001,Skill,,系统原型开发,能够利用低代码平台或编程语言快速构建数字金融产品的功能原型。,T001|T007
,金融科技师S,S002,Skill,,跨部门沟通协作,能够清晰地向技术团队、业务部门及监管机构传达需求并协调资源。,T003|T008
,金融科技师S,S003,Skill,,数据建模与分析,熟练运用统计工具与算法对金融交易数据进行清洗、建模与趋势预测。,T002|T004
,金融科技师S,A001,Ability,,复杂问题解决,在信息不完全或环境多变的条件下，识别核心矛盾并制定有效解决方案的思维能力。,T005|T004
,金融科技师S,A002,Ability,,持续专注力,在长时间处理枯燥数据或代码审查过程中保持高精度与注意力的生理心理状态。,T009|T010
,金融科技师S,A003,Ability,,信任构建能力,通过专业表现与人际互动，在客户、合作伙伴及监管机构间建立可靠关系的社会能力。,T003|T008
,监察人员,K001,Knowledge,,Legal Framework Knowledge,"Declarative understanding of the Supervision Law, integrity construction policies, and relevant administrative regulations.",T001|T009
,监察人员,K002,Knowledge,,Investigation Methodology,"Procedural knowledge of how to legally conduct interviews, collect evidence, and analyze financial or behavioral data.",T002|T003
,监察人员,K003,Knowledge,,Strategic Compliance Planning,Strategic understanding of how to design long-term integrity monitoring systems and policy interventions.,T005|T006
,监察人员,S001,Skill,,Evidence Collection Technique,"Technical ability to physically and legally gather, preserve, and catalog evidence during on-site inspections.",T002
,监察人员,S002,Skill,,Interpersonal Negotiation,"Interpersonal skill to conduct interviews, manage witness cooperation, and handle sensitive conflicts.",T004|T007
,监察人员,S003,Skill,,Data Pattern Recognition,Cognitive skill to interpret complex datasets and identify irregularities indicative of misconduct.,T003|T006
,监察人员,A001,Ability,,Critical Judgment,"Cognitive ability to synthesize information and make fair, unbiased decisions under pressure.",T001|T005
,监察人员,A002,Ability,,Physical Endurance,"Physical ability to conduct field inspections, travel to various locations, and maintain alertness during long investigations.",T002
,监察人员,A003,Ability,,Ethical Integrity,Social ability to maintain public trust and adhere to moral standards in all professional interactions.,T004|T010
,法官,K001,Knowledge,,实体法与程序法体系,掌握宪法、民法、刑法、行政法及诉讼法等成文法条与司法解释的完整知识体系。,T001|T002
,法官,K002,Knowledge,,审判流程与证据规则,熟悉立案、审理、判决、执行等全流程规范及证据采信的具体操作标准。,T003|T007
,法官,K003,Knowledge,,司法伦理与政策导向,理解法律背后的社会价值、公共政策目标及司法伦理在复杂案件中的权衡逻辑。,T004|T006
,法官,S001,Skill,,法律适用与文书撰写,将法律条文准确应用于具体案情，并规范、严谨地撰写具有法律效力的裁判文书。,T002|T004
,法官,S002,Skill,,庭审主持与调解沟通,在庭审中有效引导诉讼参与人，通过语言技巧与心理洞察促成当事人达成和解。,T003|T005
,法官,S003,Skill,,证据分析与逻辑推演,从海量证据中识别关键信息，构建严密的逻辑链条以还原案件事实。,T001|T006
,法官,A001,Ability,,复杂逻辑判断力,在信息不完全或存在冲突的情况下，运用高阶思维进行事实认定与法律适用的决策能力。,T001|T004
,法官,A002,Ability,,体能与耐力,维持长时间庭审、阅读大量卷宗及应对高强度工作节奏的生理基础能力。,T003|T007
,法官,A003,Ability,,社会公正与公信力,在公众视野下保持中立立场，通过言行举止建立司法权威与社会信任的能力。,T005|T006
,检察官,K001,Knowledge,,刑事法律规范体系,掌握《刑法》、《刑事诉讼法》及司法解释中关于犯罪构成、证据规则与诉讼程序的强制性规定。,T001|T005
,检察官,K002,Knowledge,,检察办案实务流程,熟悉从立案审查、批准逮捕、提起公诉到审判监督的全套法定程序与操作规范。,T003|T004
,检察官,K003,Knowledge,,司法政策与价值判断,理解国家刑事政策导向，能够平衡法律效果、社会效果与政治效果，进行宏观策略规划。,T003|T008
,检察官,S001,Skill,,证据分析与法律适用,能够运用逻辑推理与法律规则，从复杂证据链中提炼事实并准确适用法条。,T001|T007
,检察官,S002,Skill,,法庭辩论与讯问技巧,具备在法庭或讯问室中通过语言、神态与逻辑构建说服力，有效质询与引导对话的能力。,T002|T006
,检察官,S003,Skill,,法律文书撰写与表达,能够严谨、规范地起草起诉书、抗诉书及审查报告，确保法律逻辑严密且无歧义。,T005|T007
,检察官,A001,Ability,,复杂逻辑推理能力,在信息不全或矛盾的情况下，通过归纳与演绎快速构建事实模型并识别逻辑漏洞。,T001|T003
,检察官,A002,Ability,,高强度抗压与专注力,能够在长时间、高压力的办案环境下保持精神高度集中，确保证据审查与决策的准确性。,T002|T006
,检察官,A003,Ability,,社会公正与道德决断力,在自由裁量权范围内，基于社会公序良俗与公平正义原则做出符合伦理的决策。,T004|T008
,律师,K001,Knowledge,,Substantive Law,"Declarative knowledge of statutes, regulations, and legal principles governing specific jurisdictions and practice areas.",T001|T003|T008
,律师,K002,Knowledge,,Procedural Law,"Procedural knowledge of court rules, filing deadlines, and litigation processes required to navigate legal systems.",T004|T007
,律师,K003,Knowledge,,Strategic Legal Planning,"Strategic knowledge of how to construct arguments, anticipate opposing counsel moves, and manage client expectations.",T005|T006
,律师,S001,Skill,,Legal Drafting,"Technical skill in composing precise, legally binding documents and pleadings using appropriate terminology.",T001
,律师,S002,Skill,,Client Counseling,Interpersonal skill in communicating complex legal concepts to clients and building trust-based relationships.,T002
,律师,S003,Skill,,Legal Research,"Cognitive skill in efficiently locating, analyzing, and synthesizing relevant case law and statutes.",T003
,律师,A001,Ability,,Critical Legal Analysis,"Cognitive ability to deconstruct complex facts, identify legal issues, and apply logic to reach conclusions.",T005|T007
,律师,A002,Ability,,Verbal Persuasion,Cognitive and physical ability to articulate arguments clearly and effectively in oral proceedings.,T004
,律师,A003,Ability,,Ethical Judgment,Social and moral ability to navigate conflicts of interest and adhere to professional codes of conduct.,T002|T010
,公证员,K001,Knowledge,,公证法与民事法律规范,掌握《公证法》、《民法典》及相关司法解释中关于公证程序、效力及法律责任的条文规定。,T001|T003|T005
,公证员,K002,Knowledge,,公证证明规则与操作流程,熟悉公证申请的受理、审查、出证、归档等全流程操作规范及证据规则。,T001|T003|T006
,公证员,K003,Knowledge,,法律风险战略评估,能够预判公证事项可能引发的法律后果，制定风险防控策略以保障当事人权益。,T005|T007
,公证员,S001,Skill,,法律文件审查与制作,熟练运用法律术语，准确审查材料并制作符合法律规范的公证文书。,T001|T003
,公证员,S002,Skill,,当事人沟通与咨询技巧,能够清晰解释法律概念，有效引导当事人表达真实意愿并建立信任关系。,T002|T010
,公证员,S003,Skill,,逻辑推理与事实认定,基于证据材料进行严密的逻辑推演，准确认定法律事实与法律关系。,T004|T005
,公证员,A001,Ability,,法律判断与决策能力,在复杂情境下独立做出符合法律规定的公证决定，承担法律责任。,T001|T005
,公证员,A002,Ability,,文书书写与操作能力,具备规范的书写能力及操作公证设备、电子系统的身体与认知协调性。,T003|T006
,公证员,A003,Ability,,社会责任感与公正意识,在职业活动中保持客观中立，维护社会公平正义，具备高度的职业道德。,T002|T010
,法医,K001,Knowledge,,Forensic Pathology Principles,"Declarative knowledge regarding post-mortem changes, cause of death mechanisms, and disease processes.",T002|T003
,法医,K002,Knowledge,,Evidence Handling Protocols,"Procedural knowledge of legal standards for collecting, preserving, and documenting physical evidence.",T001|T006
,法医,K003,Knowledge,,Legal Admissibility Strategy,Strategic understanding of how scientific findings must be framed to meet courtroom evidentiary standards.,T004|T005
,法医,S001,Skill,,Specimen Analysis Technique,"Technical proficiency in operating microscopes, spectrometers, and performing toxicological assays.",T003|T007
,法医,S002,Skill,,Courtroom Testimony Delivery,Interpersonal skill in communicating complex medical findings clearly and credibly to judges and juries.,T005
,法医,S003,Skill,,Diagnostic Reasoning,"Cognitive ability to synthesize disparate data points from autopsy, lab results, and scene investigation.",T003|T004
,法医,A001,Ability,,Visual Pattern Recognition,Cognitive capacity to identify subtle anomalies in tissue samples or crime scene imagery.,T001|T003
,法医,A002,Ability,,Manual Dexterity and Stamina,Physical ability to perform precise dissection and maintain focus during long procedures.,T002
,法医,A003,Ability,,Ethical Judgment and Integrity,Social and moral capacity to maintain objectivity and adhere to professional ethics under pressure.,T004|T005
,物证鉴定人员,K001,Knowledge,,Forensic Science Principles,"Declarative knowledge of chemical, biological, and physical properties of evidence and their analytical methods.",T001|T004
,物证鉴定人员,K002,Knowledge,,Evidence Handling Protocols,"Procedural knowledge of standard operating procedures for collection, preservation, and testing of physical evidence.",T002|T006
,物证鉴定人员,K003,Knowledge,,Legal Admissibility Standards,Strategic knowledge of laws and regulations governing the validity of forensic evidence in court proceedings.,T003|T008
,物证鉴定人员,S001,Skill,,Laboratory Instrument Operation,"Technical skill to operate, maintain, and troubleshoot complex forensic testing equipment.",T001|T007
,物证鉴定人员,S002,Skill,,Courtroom Testimony,Interpersonal skill to communicate complex findings clearly and withstand cross-examination in legal settings.,T008
,物证鉴定人员,S003,Skill,,Analytical Reasoning,"Cognitive skill to synthesize data, identify patterns, and deduce conclusions from ambiguous evidence.",T004|T003
,物证鉴定人员,A001,Ability,,Visual Pattern Recognition,Cognitive ability to detect minute visual discrepancies and anomalies in physical evidence.,T001|T004
,物证鉴定人员,A002,Ability,,Fine Motor Dexterity,Physical ability to perform delicate manipulations on evidence without causing contamination or damage.,T001|T007
,物证鉴定人员,A003,Ability,,Ethical Judgment,Social ability to maintain integrity and objectivity under pressure and conflicting interests.,T003|T008
,审判辅助人员,K001,Knowledge,,Procedural Law Framework,"Declarative knowledge of statutory laws, court rules, and jurisdictional boundaries governing civil and criminal proceedings.",T001|T004
,审判辅助人员,K002,Knowledge,,Case Management Protocols,"Procedural knowledge regarding the step-by-step workflows for filing, scheduling, and archiving legal documents.",T002|T006
,审判辅助人员,K003,Knowledge,,Judicial Ethics and Confidentiality,"Strategic understanding of ethical obligations, data privacy laws, and the discretion required in handling sensitive case information.",T009|T010
,审判辅助人员,S001,Skill,,Court Reporting,Technical ability to accurately transcribe spoken proceedings in real-time or utilize stenography software.,T001
,审判辅助人员,S002,Skill,,Stakeholder Communication,Interpersonal skill to clearly explain legal processes to laypersons and manage interactions with diverse parties.,T005|T009
,审判辅助人员,S003,Skill,,Legal Document Analysis,"Cognitive skill to identify errors, missing elements, and procedural inconsistencies in legal filings.",T004|T007
,审判辅助人员,A001,Ability,,Attention to Detail,Cognitive ability to maintain high precision in record-keeping and document verification under time pressure.,T001|T004
,审判辅助人员,A002,Ability,,Physical Endurance,Physical ability to sit for extended periods and handle physical evidence or heavy document loads.,T002|T008
,审判辅助人员,A003,Ability,,Emotional Regulation,Social ability to remain neutral and composed while managing high-conflict interactions and maintaining court decorum.,T005|T010
,法律顾问,K001,Knowledge,,现行法律法规体系,掌握国家及地方法律、行政法规、部门规章及司法解释的具体条文与适用规则。,T001|T006
,法律顾问,K002,Knowledge,,法律实务操作流程,熟悉诉讼程序、合同审核流程、合规申报步骤及证据规则的具体执行规范。,T003|T008
,法律顾问,K003,Knowledge,,商业风险战略模型,理解企业运营逻辑，能够构建将法律合规融入商业战略的宏观分析框架。,T005|T002
,法律顾问,S001,Skill,,法律文本审核与撰写,能够精准识别合同条款漏洞，并运用法言法语撰写严谨的法律文书。,T001|T004
,法律顾问,S002,Skill,,客户沟通与谈判技巧,能够清晰解释复杂法律概念，并在谈判中维护客户利益并建立信任。,T007|T003
,法律顾问,S003,Skill,,法律逻辑推理与论证,运用演绎与归纳逻辑，从事实与法律中推导出合理的法律结论。,T002|T005
,法律顾问,A001,Ability,,复杂情境判断力,在信息不完全或规则冲突的模糊情境下，迅速做出最优法律决策的能力。,T002|T005
,法律顾问,A002,Ability,,文书处理与操作耐力,长时间保持专注进行文档阅读、编辑及数据录入的生理与心理耐力。,T008|T010
,法律顾问,A003,Ability,,社会关系构建能力,在法庭、谈判桌等社交场景中建立权威感、亲和力及信任关系的社会适应力。,T003|T007
,宗教教职人员,K001,Knowledge,,宗教教义与经典知识,对特定宗教的核心教义、历史经典及神学理论的系统性掌握与理解。,T004|T006
,宗教教职人员,K002,Knowledge,,仪式规程与操作规范,掌握各类宗教仪式的具体流程、步骤、禁忌及执行标准。,T001|T009
,宗教教职人员,K003,Knowledge,,神学战略与社区治理,制定宗教传播策略、处理教派关系及规划社区长远发展的宏观决策能力。,T005|T002
,宗教教职人员,S001,Skill,,仪式主持技能,在宗教活动中准确执行仪轨、控制现场节奏及引导信众互动的实操能力。,T001
,宗教教职人员,S002,Skill,,人际沟通与共情技能,通过语言与非语言方式建立信任、提供心理支持及化解冲突的互动技巧。,T003|T005
,宗教教职人员,S003,Skill,,讲经阐释技能,将深奥的经典文本转化为通俗易懂且具有感染力的口语表达的能力。,T002|T004
,宗教教职人员,A001,Ability,,信仰内化与精神定力,个体对宗教信念的深层认同及在复杂环境中保持精神专注的内在特质。,T001|T002
,宗教教职人员,A002,Ability,,身体耐力与动作协调,在长时间仪式或体力活动中保持身体稳定、动作规范及精力充沛的生理能力。,T001|T010
,宗教教职人员,A003,Ability,,社会情感感知力,敏锐捕捉信众情绪变化、理解群体心理需求并做出恰当回应的社会直觉。,T003|T005
,社会工作者,K001,Knowledge,,Social Welfare Policy and Regulations,"Declarative knowledge of national social security laws, eligibility criteria, and legal frameworks governing client rights.",T004|T008
,社会工作者,K002,Knowledge,,Counseling Methodologies and Case Management,"Procedural knowledge of specific techniques for individual, group, and community interventions, including assessment protocols.",T001|T002|T003
,社会工作者,K003,Knowledge,,Crisis Management and Risk Assessment Strategy,Strategic knowledge for prioritizing interventions during emergencies and formulating long-term safety plans.,T009|T007
,社会工作者,S001,Skill,,Data Analysis and Resource Matching,Technical skill in utilizing databases and software to verify eligibility and match clients with appropriate community resources.,T004|T006
,社会工作者,S002,Skill,,Therapeutic Communication and Empathy,"Interpersonal skill in building trust, active listening, and conveying empathy to vulnerable populations during interactions.",T001|T003
,社会工作者,S003,Skill,,Critical Thinking and Problem Solving,Cognitive skill in analyzing complex client situations to identify root causes and devise effective intervention strategies.,T002|T007
,社会工作者,A001,Ability,,Cognitive Flexibility,Cognitive ability to adapt thinking processes quickly when client circumstances change or new information emerges.,T007|T009
,社会工作者,A002,Ability,,Physical Presence and Mobility,"Physical ability to travel to client homes, community centers, and crisis sites to provide direct support.",T001|T003|T009
,社会工作者,A003,Ability,,Emotional Resilience and Social Stability,Social ability to maintain professional composure and emotional stability while handling traumatic or high-conflict situations.,T001|T009
,社会组织专业人员,K001,Knowledge,,社会组织管理理论,掌握非营利组织的治理结构、法律法规及运作机制的陈述性知识体系。,T001|T006
,社会组织专业人员,K002,Knowledge,,项目执行流程规范,熟悉项目从立项、执行到评估的标准化操作步骤与合规性要求的程序性知识。,T002|T008
,社会组织专业人员,K003,Knowledge,,战略资源配置逻辑,理解如何在有限资源下通过创新思维优化组织长期发展路径的策略性知识。,T001|T003
,社会组织专业人员,S001,Skill,,数字化项目管理工具应用,熟练运用各类软件进行进度追踪、财务核算与文档管理的操作性技能。,T002|T009
,社会组织专业人员,S002,Skill,,多方利益协调沟通,在复杂人际网络中有效传递信息、化解冲突并建立信任的社交互动技能。,T005|T007
,社会组织专业人员,S003,Skill,,创新解决方案设计,针对社会问题提出新颖且可行的执行策略与活动方案的认知加工技能。,T004|T010
,社会组织专业人员,A001,Ability,,复杂情境决策力,在信息不完全且环境多变的条件下，快速判断并做出最优选择的认知潜能。,T001|T004
,社会组织专业人员,A002,Ability,,基础办公操作耐力,长时间进行文档处理、会议记录及数据录入所需的身体与精神持久力。,T006|T009
,社会组织专业人员,A003,Ability,,社会关系构建力,通过情感共鸣与道德感召力建立并维持志愿者及捐赠者长期关系的社交潜能。,T005|T007
,心理咨询师,K001,Knowledge,,Clinical Psychology Theory,"Declarative understanding of psychological disorders, developmental stages, and human behavior models.",T001|T002|T005
,心理咨询师,K002,Knowledge,,Therapeutic Intervention Protocols,"Procedural knowledge of specific techniques (e.g., CBT, psychodynamic) and their step-by-step application.",T003|T007
,心理咨询师,K003,Knowledge,,Ethical and Legal Frameworks,"Strategic understanding of confidentiality laws, duty to warn, and professional codes of conduct.",T004|T006|T009
,心理咨询师,S001,Skill,,Psychometric Administration,"Technical ability to correctly administer, score, and interpret standardized psychological tests.",T002
,心理咨询师,S002,Skill,,Empathic Communication,"Interpersonal skill to convey understanding, validate feelings, and build trust through verbal and non-verbal cues.",T001|T004
,心理咨询师,S003,Skill,,Clinical Case Formulation,Cognitive skill to synthesize client data into a coherent diagnostic hypothesis and treatment strategy.,T003|T005
,心理咨询师,A001,Ability,,Critical Analysis,"Cognitive ability to evaluate complex information, identify patterns, and make logical clinical decisions.",T002|T005
,心理咨询师,A002,Ability,,Emotional Regulation,Physical and mental capacity to maintain composure and stability during high-stress or crisis interactions.,T007|T009
,心理咨询师,A003,Ability,,Social Perception,"Social ability to accurately read non-verbal cues, cultural contexts, and interpersonal dynamics.",T001|T004
